id,question,question_concept,choices,answerKey
d867f76d000bdb59b9b4cb982bd7f0a0,Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?,water,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['surface of earth', 'teardrops', 'snowflake', 'typhoon', 'motor'],
      dtype=object)}",D
8c607d2e2e897d74048fcc794137b683,"When a human is earning money, where are they often found?",human,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deep thought', 'park', ""friend's house"", 'place of work',
       'school'], dtype=object)}",D
5215e26c99b2a9b376fb1c70096a388a,"They passed a apple tree on their way to the racetrack, the were going to watch the biggest motorsport spectacle in the world where?",apple tree,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['maryland', 'indiana', 'on tv', 'park', 'new jersey'], dtype=object)}",B
668dc6bce771b10cbf6336f3ec76520a,Why do people play chess on the weekends?,play chess,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['satisfaction', 'have fun', 'thrilling', 'made', 'smart'],
      dtype=object)}",B
a339fe08f1f50463ee180b797e99ebcc,What do you need energy to do in gym class?,energy,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'tacos', 'mass', 'play sports', 'wrestle'], dtype=object)}",D
526cd34f5b2afefbbb7830434785f298,Sarah dropped the marble because she wanted to do what?,marble,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['game', 'pouch', 'home', 'store', 'jar'], dtype=object)}",A
6c1c1c282cebe8917f607f0dbc1c102e,"We are all human, and we all what?",human,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['write', 'eat cake', 'smile', 'think critically', 'die'],
      dtype=object)}",E
b5baf77d3855935c87f01f5fb2216667,"If a person were going to bed, what would be their goal?",going to bed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lazy', 'insomnia', 'rest', 'falling asleep', 'dreaming of'],
      dtype=object)}",D
83808e92381b2e5f4cdf55d1391645ae,What are candles good for eliminating?,candle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'board', 'church', 'table', 'dark'], dtype=object)}",E
1a86310d7279097205a3403752c3b914,WHat leads to an early death?,death,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['poisonous gas', 'homicide', 'cinder', 'nuclear weapons',
       'cyanide'], dtype=object)}",B
b4130d1790948134f3aeab9d3d79c181,What room would you find many bookcases and is used for contemplation?,bookcase,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'house', 'homw', 'kitchen', 'den'], dtype=object)}",A
a5097b7f56d20217679f28201801476f,Where do you head to travel to a star?,star,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['night sky', 'galaxy', 'outer space', 'hollywood', 'eat cake'],
      dtype=object)}",C
bcc5dd6292a64d8fa17cd07c360b335d,"The player lifted his cornet and walked in rhythm, what was the player a member of?",cornet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['museum', 'high school band', 'marching band', 'orchestra', 'band'],
      dtype=object)}",C
cfc7fccb8449a2a950c9d2a50991420e,What happens at soon as a living being is born?,living,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['expiration', 'growing older', 'sometimes bad', 'death',
       'start reproduction'], dtype=object)}",B
2e83c5989a018bec6d5f5ac7d3b72f49,"When someone is talking and you missed something, what can you do to get them to repeat it?",talking,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['walking', 'ask question', 'think', 'write question in crayon',
       'sneeze'], dtype=object)}",B
34b2d6aecdb5af8efacf0b0aa7e3989f,Where does one store fabric in their own home?,fabric,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sewing room', 'clothing store', 'tailor shop', 'clothes store',
       'cotton mill'], dtype=object)}",A
2ec7f8fe7948f9997e73f9bff7ba6e05,What do most companies not want to have relative to demand?,want,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['oversupply', 'plentitude', 'stockpile', 'superabundance', 'busy'],
      dtype=object)}",A
651785ed4f7b0bd2e7ca9f70a42acea5,What is happening while he's playing basketball for such a long time?,playing basketball,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'pain', 'having fun', 'medium', 'knee injury'],
      dtype=object)}",A
ee46995407eb6357bb5410d49d378629,A traveler laments the fact that mass transit is limited in his city when his groceries get soaked by the rain as he waits where?,traveller,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus stop', 'library', 'motel', 'airport', 'subway'], dtype=object)}",A
303aedda3a5ab8d853cbe4edc4b914c6,"The person was in physical distress, where should he go?",person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['synagogue', 'for help', 'hospital', 'bus stop', 'building'],
      dtype=object)}",C
720b98fbc365736597147c984f6bd301,"The cancer patient was expecting to die, so he made out his what?",die,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['not to live', 'write will', 'never want', 'seek help',
       'go to hell'], dtype=object)}",B
c611875b43b67b91030b889b267bbcb3,"There was a toll road that meandered from Maine to New Hampshire, where was it?",toll road,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['massachusetts', 'new england', 'my house', 'new jersey',
       'connecticut'], dtype=object)}",B
0547da29ffab9b441bae8870cd0f9dab,"If you partied all night you could find yourself already what, even when just beginning work?",beginning work,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting tired', 'working', 'procrastination', 'jumping',
       'sitting down'], dtype=object)}",A
21e312c7fd1a52341ce35b66457eab36,"The cat carefully navigated the area, they do everything they can to avoid what?",cat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get wet', 'eat vegetables', 'falling', 'wool sweater',
       'sharp claws'], dtype=object)}",A
82e26bc22af89c38d54aa2d00dcb8a2b,What is someone usually doing if someone else is talking to him or her?,talking to,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['listening', 'language', 'looking at eyes',
       'planning the perfect murder', 'voice'], dtype=object)}",A
f75357e48c3026cfa4da3dba9f91bb21,What does the sky do before a rain?,sky,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appear beautiful', 'appear blue', 'shows a rainbow', 'rain water',
       'cloud over'], dtype=object)}",E
64931f9097155672bfe3e16f03b2c195,"Pens, computers, text books and paper clips can all be found where?",paper clips,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desktop', 'university', 'drawer', 'table', 'work'], dtype=object)}",B
5de3248caa2e5ed83dd0ec45a15eae18,What geographic area is a lizard likely to be?,lizard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ball stopped', 'west texas', 'arid regions', 'garden',
       'warm place'], dtype=object)}",B
0611dfbf5114084723d75f59b4f67412,What do you use to carry your briefcase?,briefcase,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['office building', 'school', 'courtroom', 'airport', 'hand'],
      dtype=object)}",E
5b8d76889510384b38b72945e8d28f53,"He picked up his pace to a run, he wanted to do what?",run,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn to walk', 'frightened', 'get away from', 'exercise',
       'go faster'], dtype=object)}",E
d81f5c49bc060dc799681bf4cacac73a,What would a person do if they do not have any friends?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['talk to people', 'try again', 'fall asleep', 'stand alone',
       'thank god'], dtype=object)}",D
aaf4fa38433c84b3bd0a86551259ce62,"As a result of dying, what happens to organic material?",dying,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['change of color', 'stop breathing', 'wake up', 'death and decay',
       'getting cold'], dtype=object)}",D
33ea932a876ac0361c9eefeff1d24e92,What does everyone have in relation to other people?,everyone,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feelings', 'food', 'unique personality', 'different standards',
       'values'], dtype=object)}",A
aead08289ca9abfcd169f935ea228ee5,What do you ask a child to do when you first meet her?,child,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ask questions', 'count to ten', 'costume', 'state name',
       'dress herself'], dtype=object)}",D
adbddc80b10bf25f09c6c2bee4e3c59b,"Where can you buy a clock, clothing and wrenches?",clock,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['counter', 'train station', 'school room', 'desk',
       'department store'], dtype=object)}",E
1caf93d6a22dc8190e19c14bbe1fafda,What do you do when you're in a new place and want to see new things?,see new,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['interesting', 'look around', 'take pictures',
       'change of surroundings', 'new experience'], dtype=object)}",B
0bf4d64ad0eee7224acb3a4eb85accb2,What happens when to ice when it is in the sun?,ice,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carved', 'melted', 'ice cream', 'antarctica', 'sculptured'],
      dtype=object)}",B
b93532cae23e505628dd88568da3337e,Where can you store your dishes in your dwelling?,dishes,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drawer', 'shelf', 'pantry', 'apartment', 'cabinet'], dtype=object)}",B
2d3c9d3dff1a7a8253180cb3de1ceeea,"The man laid on the soft moss and looked up at the trees, where was the man?",moss,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['niagra falls', 'forest', 'waterfall', 'ground', 'tree'],
      dtype=object)}",B
70701f5d1d62e58d5c74e2e303bb4065,What is someone doing if he or she is sitting quietly and his or her eyes are moving?,sitting quietly,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reading', 'meditate', 'fall asleep', 'bunk', 'think'],
      dtype=object)}",A
eacd87f297193033669a93160ae3776f,Where can I find a stapler in many places?,stapler,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desk drawer', 'office building', 'manual', 'office supply store',
       'desktop'], dtype=object)}",B
8e1b0792e441a5d54ae47a4b24f48977,"A man takes a seat at a museum outside of Barcelona, where is he likely?",seat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in cinema', 'martorell', 'falling down', 'show', 'airplane'],
      dtype=object)}",B
b4cde6a56fb19afc84876ebf2fb9e71a,Where would you find a toy soldier that is being played with?,toy soldier,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['toy box', 'movies', ""child's hand"", 'toybos', 'child park'],
      dtype=object)}",C
095c5bc5fbaf12b384e9f7df47fdec16,Where are you when you're about to use your plane ticket?,plane ticket,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'terrorists hands', 'airport', 'sea ship', 'briefcase'],
      dtype=object)}",C
494c501dbbfd36c602aae9e5b8e0cfff,"Flowers make a good center focal point, just one of many arrangements that look good on a what?",flowers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['market', 'table', 'countryside', 'anthology', 'vase'],
      dtype=object)}",B
5a7f6fd97b2c9ad05f773bc8b2ecf441,How can a human cross a river and not mess up their hair?,river,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wisconsin', 'waterfall', 'hatred', 'bridge', 'valley'],
      dtype=object)}",D
5279a2ea333ba8a5bf3a7637a7279da1,Batman bought beer.  There were no bottles available.  He had to settle for what?.,beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'soccer game', 'keg', 'can', 'refrigerator'], dtype=object)}",D
42c46e28baf0fc617a07419286178c0a,You can find a monkey in what West African region on the Gulf of Guinea,monkey,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south american country', 'rain forest', 'pay debts', 'works',
       'nigeria'], dtype=object)}",E
c76304b4962f94ab9f20f09cf4a1a7c1,Surprising an angry person could lead to what?,surprising,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['humor', 'fight', 'jocose', 'laughter', 'accidents'], dtype=object)}",B
8b23cd355ffc8b6e7aa5459ffb21b4e0,Where is a dining area likely to be small?,dining area,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cruise ship', 'home', 'mall', 'restaurant', 'dark cave'],
      dtype=object)}",B
c35f7de9e9005fcf654cb0b23f17acd6,Killing people should not cause what emotion?,killing people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vengeance', 'going to prison', 'joy', 'afraid', 'terrible'],
      dtype=object)}",C
d910859b9d1acae40456dbeaa8334bc0,"James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what?",playing football,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exhilaration', 'interactions', 'head injuries', 'death',
       'having fun'], dtype=object)}",C
6ca8439d062de4d43d7d471c508b78db,"More people should lower the guard and just have fun, we don't got long just what?",have fun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enjoy living', 'happy', 'enjoyable', 'get laid', 'do enjoy'],
      dtype=object)}",A
ddd8c62ec94b4f94eeefdd05b9208a71,Where can you get a lizard to keep in your home?,lizard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert country', 'dessert', 'pet shop', 'tropical areas', 'zoo'],
      dtype=object)}",C
72b638200414a526b598de0e01a044df,What would use a musical instrument?,musical instrument,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['guitar', 'music room', 'orchestra', 'case', 'movie'], dtype=object)}",C
c770870c88f35f9d110217049c5a7334,"She was in an affair, what did that end upon discovery by her husband?",affair,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relationship', 'marriage', 'fidelity', 'love', 'divorce'],
      dtype=object)}",B
1d8d9e3504c8c58a3b923ddc155c19b0,What is the most famous constellation out of earth?,earth,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['one moon', 'milky way', ""god's creation"", 'stars', 'universe'],
      dtype=object)}",B
95acebea992a26c3a7c3bfb45845fa83,"If a reception is held with hotel guests walking by, what is the likely venue?",reception,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['room service', 'church basement', 'lobby', 'large room',
       'country club'], dtype=object)}",C
c2c2a387fd9a6a26cff636008de21f71,What is a place that is far away from your house and where you could consume beer?,beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', ""friend's house"", 'keg', ""neighbor's house"",
       'kitchen'], dtype=object)}",B
57e96118fee6e2bbac5f59790fc833c0,"If a court case is dismissed after hearing testimony, what would be a likely cause?",hearing testimony,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['change of heart', 'anguish', 'anger', 'boredom', 'anxiety'],
      dtype=object)}",A
b9b82aa4c236cd342ff95455b8516a42,Sitting down quickly after eating beans could lead to what?,sitting down,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flatulence', 'happiness', 'laziness', 'fall asleep', 'comfort'],
      dtype=object)}",A
41fac392c6a5827c1b6682d5d3798e59,"John was my neighbor, it was easy to talk to him. He was never what?",neighbour,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['away', 'distant', 'remote person', 'bore', 'foe'], dtype=object)}",B
5c224410a40c9269b1e542cfcb430d35,Where do people want to have a lot of coffee?,cup of coffee,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'office', 'desk', 'kitchen', 'ocean'], dtype=object)}",B
0b90c6710a65eb55fea4cc92895bf601,"You stop and have food all around you, what are you?",have food,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stay alive', 'wanted to survive', 'nutrition', 'grew', 'full'],
      dtype=object)}",E
70af2b5df22ec96901350dfa3c9ee74f,James was meeting a friend.  They had planed a slow day. They didn't want to do much.  They just wanted what?,meeting friend,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relaxation', 'panic', 'alarm', 'joy', 'cheer'], dtype=object)}",A
f9243ef9f0037657c337d3c6a9832f05,"The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what?",loose,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sturdy', 'faithful', 'bound', 'compact', 'packaged'], dtype=object)}",D
27f2074270ea8a5e8f5ec2a017ec4a50,"Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where?",heifer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['arizona', 'farm yard', 'michigan', 'german field', 'dairy farm'],
      dtype=object)}",C
63b3652d54c8c0e571f6bb50de318bf0,It's Friday night and Alice puts off going to bed because she plans on doing what Saturday?,going to bed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hatred', 'sleeping in', 'rest', 'making love', 'insomnia'],
      dtype=object)}",B
0843c51212a3c2eee660fab5648c9e19,"His phone was dead and they couldn't find the expressway, he opened up the glove compartment and handed his passenger the what to navigate?",expressway,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eastern united states', 'michigan', 'map', 'choppers',
       'american city'], dtype=object)}",C
1b3d286458a7e7f069222de0376d06da,What would someone use a personal key for?,key,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car stand', 'at hotel', 'own home', 'front door', 'bus depot'],
      dtype=object)}",C
86e2aabfb9d401567f04d87a648ff776,"The cat kept pestering it's owner, it was that time of the day and it was what?",cat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['litter tray', 'whiskers', 'hungry', 'feline', 'thirsty'],
      dtype=object)}",C
092c24369367b3c7457198f3ce160fe3,"Her voice lent her to the alto section, what group did she join?",alto,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['symphony', 'concerto', 'choir', 'theater troupe', 'marching band'],
      dtype=object)}",C
cab9eea2a91b1bd5c0a01b11f594f154,Where are you likely to find a Japanese restaurant not run by people from Japan?,japanese restaurant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'downtown', 'large town', 'tokio', 'china town'],
      dtype=object)}",A
6e77de03bee86d6c20780e14f00944d0,Animals who have hair and don't lay eggs are what?,animals,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reproduce asexually', 'males', 'mammals', 'attack', 'ocean'],
      dtype=object)}",C
7f25dbab26165b3c8800c2733ca759d6,John was an aristocratic fox hunter.  Where might he live?,fox,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'new hampshire', 'street', 'arkansas', 'north dakota'],
      dtype=object)}",B
9024493a3edbaf555fda5b477e835bf5,Where is a grape likely to be being fed to someone else?,grape,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'bathroom', 'michigan', 'minnesota', 'painting'],
      dtype=object)}",E
fc59ab1a9e6d2b51126dd828d30e9167,"Some food can be stored at room temperature until you open it, then you should keep it in what?",food,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shop', 'bookcase', 'shelf', 'refrigerators', 'kitchen'],
      dtype=object)}",D
5a50ea4bb2d13dc4f620ebd45025d445,Sam couldn't get back to sleep because of a dream he had.  It was a what?,dream,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['awake', 'horror', 'dreamworker', 'reality', 'nightmare'],
      dtype=object)}",E
8becd2ee4e86258566a9c2b0e6d9544e,If you're going to a party in a new town what are you hoping to make?,going to party,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting drunk', 'making new friends', 'new contacts',
       'doing drugs', 'set home'], dtype=object)}",B
2a21820a135e1a49883525c055c74a0b,How is riding a bike getting it to move?,riding bike,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['practice', 'sense of balance', 'driving', 'good balance',
       'pedalling'], dtype=object)}",E
e5adfec0b5ba691ec752f9b5e0fb8084,Where does one usually keep literature?,literature,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books and magazines', 'own home', 'kitchen', 'shelf', 'meeting'],
      dtype=object)}",D
406e15b76269d20b5448a91648094291,WHat type of keyboard is made up of one or more pipe divisions?,keyboard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['killing', 'typewriter', 'office', 'terminal', 'organ'],
      dtype=object)}",E
9c596382ea15768f95b5ef9ceec191dc,"The bell rang, and the congregation began to what in to the church?",bell,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['run away', 'wind instrument', 'funnel', 'blunderbuss',
       'associated with telephones'], dtype=object)}",C
7a3d0c94438a5c8a09364aaebb848a2c,"James needed smooth sandpaper, but instead he got what type?",smooth,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rough', 'non smooth', 'uneven', 'plastic', 'bumpy'], dtype=object)}",A
1ef68db97654f30cd3701b942fadc934,Where would you borrow furniture if you do not have any?,furniture,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sewer', ""neighbor's house"", 'apartment', 'room', 'floor'],
      dtype=object)}",B
abb090bbc572be1016bcd5f261f28e76,What must happen for an animal to and it's offspring to continue livng?,living,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'flying', 'reproducing', 'food consumed',
       'eventually die'], dtype=object)}",C
91f2532a832a35cba1b08a3c767be6da,"I want my wine stored in darkness, where should it go?",darkness,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movies', 'bed', 'moon', 'vault', 'cellar'], dtype=object)}",E
f8544c9679d27b747dfad3b8d7aac87a,"If I want to open a steakhouse, what should I get first?",steakhouse,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'florida', 'wine', 'texas', 'building'], dtype=object)}",E
a7f423c1636ba9e36d18e381928c5dcc,"Sarah didn't like to play but she didn't want to be sedentary and bored, either, so she took up what?",play,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['serious', 'longplay', 'musical', 'eat cake', 'doing nothing'],
      dtype=object)}",C
e1d354cbfcd620e5dacf83c17746c4b3,Joe found spiders while checking something outside.  What might that be?,spiders,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cupboard', 'closet', 'storage bag', 'mail box', 'garage'],
      dtype=object)}",D
53e1e50d204f6ad5a0f69429eadae82e,What would you do if your date does not show up?,date,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wait for', 'bathe', 'go for haircut', 'plan revenge',
       'dress nice'], dtype=object)}",A
48205cc84aab5e455b22e17c3cc7277d,What did the adult do before the job interview?,adult,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'dress himself', 'marry', 'dress herself', 'drive train'],
      dtype=object)}",B
0f7419d25337e0a75503a015ae777905,Most items in retail stores are what even when they are on sale?,sale,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['overpriced', 'purchase', 'expensive', 'park', 'buying'],
      dtype=object)}",A
5cac4da628f0a58db980649079bd5784,John farms anemone in what type of facility?,anemone,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'swimming pool', 'atlantic ocean', 'nursery',
       'gulf of mexico'], dtype=object)}",D
78d1218aeff70a70904767349e3c4c53,Brawn opened the curtains so that the sun could do what?,sun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dry clothes', 'warm house', 'warm room', 'shine brightly',
       'get dark'], dtype=object)}",C
cce13a32fedb997c017d3fac87c34912,How might releasing energy that has built up feel?,releasing energy,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['damage', 'wonderful', 'exhaustion', 'orgasm', 'lazy'],
      dtype=object)}",B
6714487b839f648e348ac972ed114af3,What would you do if you have curiosity but are blind and paralyzed?,curiosity,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hear news', 'analyse', 'go somewhere', 'examine thing',
       'see favorite show'], dtype=object)}",B
3e536d9253bfac45de83e8ee291ca143,Where might it be hard to get furniture to?,furniture,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'loft', 'store', 'rug', 'stairs'], dtype=object)}",B
9f830faa0f8e3d7fb3a658c15a5fbe63,A great teacher can be what when you are attending school?,attending school,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['detention', 'graduate', 'follower', 'inspiration', 'boredom'],
      dtype=object)}",D
bbcef409e0acb71b515acc144d5b402c_1,Where would you get jeans and other wearable items to take home with you?,jeans,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shopping mall', 'museum', 'laundromat', 'clothing store',
       'bedroom'], dtype=object)}",D
cbb0c9a69ca0922371a48177087ef407,In what substance do clouds float?,clouds,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sky', 'top of mountain', 'air', 'ground level', 'outer space'],
      dtype=object)}",C
b92f786638796fc028947ac0e9a44fef,Where is the large area location of the empire state building?,empire state building,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manhattan', 'office', 'the city', 'fifth avenue', 'new york city'],
      dtype=object)}",E
5abeb4a2126597d4ef7b5a32e9e22abf,Where do most people make coffee?,cup of coffee,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coffee shop', 'office', 'table', 'washing', 'kitchen'],
      dtype=object)}",E
8d4b0312f02be445e09a9462873d02bb,What kind of service is my body a part of when I'm no longer here?,body,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bodycam', 'home', 'coffin', 'funeral', 'graveyard'], dtype=object)}",D
f7140f00ddd8d1c5d93b05ea32ad1fff,"Many people wanted to leave their country estates for row houses, what did they need to move to?",row house,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['living less expensively', 'england', 'prison', 'city', 'town'],
      dtype=object)}",D
8b3b598a647dfd2d63fcedce5f461040,Where can someone get a new saw?,saw,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hardware store', 'toolbox', 'logging camp', 'tool kit', 'auger'],
      dtype=object)}",A
7a900bc3a373806b6c56f0e19534005f,What would you do to a crime scene before asking a question?,question,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['express information', 'touch everything', 'think', 'give clue',
       'analyse'], dtype=object)}",E
3d79c10ddf26a5ed7dc0bb168fb0b3ed,"The man didn't do great in college, all his best memories were late night with his brothers at the what?",college,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big city', 'fraternity house', 'school', 'building', 'big town'],
      dtype=object)}",B
b7091d2bfcea421d787ce9e7982f104a,In a horror movie victims usually trip when the run in order to do what in regards to the killer?,run,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frightened', 'run up stairs', 'get away from', 'go quickly',
       'go faster'], dtype=object)}",C
