id,question,question_concept,choices,answerKey,pashto_question,pashto_choices
e953dee48c70159ad879143a319ec607,"When a person is beginning work, what are they building?",beginning work,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['time', 'accomplishing', 'working', 'momentum', 'tiredness'],
      dtype=object)}",D,کله چې یو څوک کار پیلوي، هغه څه سازه وي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""وخت"", ""لاسته راوړنې"", ""کار کول"", ""مومینټم"", ""ستړیا""]}"
9c784727afd7176b54764055df7a7927,"A child wants to play, what would they likely want?",child,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fall down', 'breathe', 'play tag', 'be dismembered by a chainsaw',
       'become adult'], dtype=object)}",C,که یو ماشوم لوبې کول غواړي، هغه به څه خوښه وي چې وکړي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""پرېوتل"", ""ساه اخیستل"", ""ټاګ لوبه"", ""د زنجیر د تیغ لخوا ټوټه ټوټه کیدل"", ""بالغ کیدل""]}"
b47d912136e3304cb5e5890b6b879551,Talking to the same person about the same thing over and over again is something someone can what?,talking to,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['social life', 'friendship', 'eye contact', 'get tired of',
       'learn lessons from'], dtype=object)}",D,له یوه کس سره په یوه موضع په بیا بیا خبري کول به څه پایله ولري؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""اجتماعي ژوند"", ""دوستی"", ""د سترګو اړیکه"", ""ستړی کیدل"", ""له درسونو زده کړه""]}"
49b4c9e1bd7946a819e173ce8fa4c7c9,The teacher doesn't tolerate noise during a test in their what?,noise,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movie theatre', 'bowling alley', 'factory', 'store', 'classroom'],
      dtype=object)}",E,استاد د ازموینې پر مهال چيري شور نه زغمي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د فلم تیاتر"", ""د بولینګ ځای"", ""کارخانه"", ""دوکان"", ""ښوونځی""]}"
950af0b765c298960ce3dada66df8db1,"The freeway had no traffic and few buildings, where is it?",freeway,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'countryside', 'big town', 'florida', 'america'],
      dtype=object)}",B,د فری وے ترافیک نه درلود او لږې ودانۍ وې، دا چیرته دی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""کالیفورنیا"", ""کلیوالي سیمه"", ""لوی ښار"", ""فلوریډا"", ""امریکا""]}"
63cf1adb5fe302b9867ead8bc8103d0b,Where would you go if you wanted to have fun with a few people?,fun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['watching television', 'good', 'cinema', ""friend's house"",
       'fairgrounds'], dtype=object)}",D,که تاسو غواړئ د څو خلکو سره خوند واخلئ، نو چیرته به لاړ شئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""تلویزیون کتل"", ""ښه"", ""سینما"", ""د ملګري کور"", ""د میلې میدان""]}"
ede4d302fc2ffe07703158f83c1493f2,"If there is a place that is hot and arid, what could it be?",hot,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bland', 'lifeless', 'sandy', 'neutral', 'freezing'], dtype=object)}",B,که یوه سیمه ګرمه او وچه وي، نو دا چيری کیدی شي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""بې خوند"", ""بې ژوند"", ""ریت لرونکې"", ""خنثی"", ""یخ""]}"
74ad13a03634e79c85382f1b90969b74,What is likely to satisfy someone's curiosity?,curiosity,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hear news', 'read book', 'see favorite show', 'comedy show',
       'go somewhere'], dtype=object)}",A,څه شی د چا د تجسس قناعت کولو احتمال لري؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خبرونه اوریدل"", ""کتاب لوستل"", ""خپل خوښ شوی شو لیدل"", ""کامیډي شو"", ""چیرته تلل""]}"
49e466b1782aa4837dae53ff891fcdee,If you are in a bar in a glove shaped state where are you?,bar,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in my pocket', 'michigan', 'new york city', 'restaurant',
       'public house'], dtype=object)}",B,که تاسو په یوه د ګلوف په شکل ایالت کې یاست ، نو تاسو چیرته یاست؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""زما په جیب کې"", ""میشیګان"", ""نیو یارک ښار"", ""رستوران"", ""عامه کور""]}"
a8a8ae7792901c7179ff5538c701af1f,Where would a computer user be using their own computer?,computer user,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hell', 'school', 'indoors', 'internet cafe', 'house'],
      dtype=object)}",E,یو کمپیوټر کاروونکی به چیرته خپل کمپیوټر وکاروي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""دوزخ"", ""ښوونه"", ""کور دننه"", ""انټرنیټ کافه"", ""کور""]}"
2ffa3808ce26181926990b454e429c85,Crabs live in what sort of environment?,crab,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['maritime', 'bodies of water', 'saltwater', 'galapagos',
       'fish market'], dtype=object)}",C,کوني کمبر په کوم ډول چاپیریال کې ژوند کوي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""سمندري"", ""اوبه"", ""مالګینې اوبه"", ""ګالاپاګوس"", ""ماهی پلور""]}"
4319eaa36d256a92b72445c0392f9c94,Where can you find a snake in tall grass?,snake,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'in a jar', 'pet shops', 'feild', 'tropical forest'],
      dtype=object)}",D,چیرته تاسو کولی شئ په لوړو واښو کې یوه مار ومومئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""درخت"", ""په یوه جار کې"", ""پالتو دکانونه"", ""میدان"", ""استوایی ځنګل""]}"
ec79ef747bb89281923edb89ba26786d,What is a place that has a bench nestled in trees?,bench,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['state park', 'bus stop', 'bus depot', 'statue', 'train station'],
      dtype=object)}",A,کوم ځای دی چې په ونو په منځ کې یوه بنچ پروت وي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ایالت پارک"", ""بس تمځای"", ""بس ډیپو"", ""مجسمه"", ""ریل ګاډي تمځای""]}"
2d33cde5e3987adc8fa2bca0af4dd3dd,Where is a human likely to go as a result of being hungry?,being hungry,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat in restaurant', 'make bread', 'have lunch', 'cook dinner',
       'friends house'], dtype=object)}",A,یو انسان به د لوږې له امله چیرته لاړ شي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""په رستوران کې خواړه"", ""ډوډۍ جوړول"", ""ناشتې کول"", ""ماښام ډوډۍ پخلی"", ""دوست کور""]}"
cc46d936bf69d69a3863b0cb85d75c17,He was beginning to regret taking the fight when he saw how what his opponent was?,regret,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fun', 'joy', 'satisfaction', 'confident', 'pride'], dtype=object)}",D,هغه د جګړې د کولو په شروع کښې  پښېمانه شو کله چې یې ولیدل چې د هغه سیال څنګه دی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خوشحالي"", ""خوښي"", ""رضایت"", ""باور"", ""فخر""]}"
46bc1a50eeead10509a43a048e01194e,Where would you find a single shower curtain being used?,shower curtain,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathtub', 'washing area', 'hotel', 'shower stall',
       'department store'], dtype=object)}",A,چیرته تاسو کولی شئ یوه یواځې د لمبېدو په محال تپرده وکاروئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""بات tub"", ""د مینځلو سیمه"", ""هوټل"", ""شاور سټال"", ""د څانګې پلورنځی""]}"
4336a8c55b7cb17275d1c60206cd2f18,Where is a good idea but not required to have a fire extinguisher?,fire extinguisher,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school bus', 'boat', 'house', 'hospital', 'school'], dtype=object)}",C,چیرته د اور د مړ کولو ماشین درلودل ښه نظر دی مګر اړین نه دی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د ښوونځي بس"", ""کشتي"", ""کور"", ""بیمارستان"", ""ښوونځی""]}"
a287575d3ba4b9f958536fc14a1f5b5a,What continent has the most castles?,castle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fairy tale', 'edinburgh', 'germany', 'europe', 'antarctica'],
      dtype=object)}",D,کوم براعظم تر ټولو ډیر قلعې لري؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""افسانوي"", ""ادینبرګ"", ""جرمني"", ""اروپا"", ""انټارکتیکا""]}"
f481dc35b0a97a20dc5cdfe1a59746e2,If you have to read a book that is very dry and long you may become what?,read book,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have time', 'boring', 'learn new', 'enjoyable', 'bored'],
      dtype=object)}",E,که تاسو یو کتاب لولئ چې ډیر خسته کوونکی او اوږد وي، نو تاسو څه کوئ؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""وخت لرل"", ""خسته"", ""نوې زده کړه"", ""خوندور"", ""خسته شوی""]}"
c1c7a9efa379b8a7024a71cf364a144c,Sally used a clipboard to hold her papers while she read off names at the beginning of the day.  Where might she work?,clipboard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desk', 'windows 95', 'office supply store', 'see work', 'school'],
      dtype=object)}",E,سالي د ورځې په پیل کې د نومونو لوستلو پر مهال د خپلو کاغذونو د ساتلو لپاره یوه کلپ بورډ وکاروه. هغې چیرته کار کولی شو؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""میز"", ""ونډوز 95"", ""د دفتر د توکو پلورنځی"", ""کار ته کتنه"", ""ښوونه""]}"
821b32d39f57396979069b948030afe9,The kids didn't clean up after they had done what?,kids,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn things', 'play games', 'disneyland', 'play with toys',
       'talking'], dtype=object)}",D,ماشومان وروسته له دې چې څه وکړل، چې ځان نه شي پاکولئ؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""شیان زده کول"", ""لوبې کول"", ""ډیزني لینډ"", ""د لوبو سره لوبې کول"", ""خبرې کول""]}"
c68b4082a6872cf8198502651d0f3352,"Despite the name a pawn can be quite versatile, all the parts are important in a what?",pawn,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chess game', 'scheme', 'chess set', 'checkers', 'north carolina'],
      dtype=object)}",A,د نوم سره سره، یوه پیاده کولی شي ډیر متنوع وي، ټولې برخې په څه کې مهمې دي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""شطرنج لوبه"", ""پلان"", ""شطرنج سیټ"", ""چیکر"", ""شمالي کارولینا""]}"
dd11fea36d89aa09f9a6069545ba4c9c,What would not be true about a basketball if it had a hole in it but it did not lose its general shape?,basketball,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['punctured', 'popular in america', 'full of air', 'gone', 'round'],
      dtype=object)}",C,که چیرې د باسکټبال په یوه توپ کې یوه سوري وي، مګر دا خپل عمومي شکل له لاسه نه ورکوي، نو څه به غلط وي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""سوري شوی"", ""په امریکا کې مشهور"", ""د هوا سره ډک"", ""تېر شوی"", ""ګرد""]}"
7792b2c6518ecf9775efba6d41253312,"If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause?",awaking,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['irritability', 'depression', 'getting out of bed', 'happiness',
       'discomfort'], dtype=object)}",B,که تاسو د شپې په اوږدو کې څو ځله ویښ شئ ځکه چې ستاسو په ذهن کې ډیر څه وي، نو د دې څه لامل کېدائ شي؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ناراحتي"", ""ډپریشن"", ""د بستر نه راوتل"", ""خوشالي"", ""نا آرامي""]}"
1feb4c2a0e8ed638259f5d27b16eae9a,Where does a wild bird usually live?,bird,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cage', 'sky', 'countryside', 'desert', 'windowsill'], dtype=object)}",C,یو وحشي مرغی عموماً چیرته ژوند کوي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""قفس"", ""اسمان"", ""کلی"", ""دښت"", ""د کړکۍ سر""]}"
2de08c7a518b7c226e19bdc8fc10ef1d,Where would you expect to find white mice?,mice,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bell cat', 'bush', 'attic', 'countryside', 'laboratory'],
      dtype=object)}",E,تاسو چیرته د سپینو مږیو موندلو تمه لرئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""زنگي پیشو"", ""بوته"", ""چت"", ""کلی"", ""لبراتور""]}"
ea8664e77205224154f8519f922220e1,John felt that his actions were fate.   Harry said that he could have always made a different what?,fate,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['free will', 'choice', 'will', 'alcohol', 'freedom'], dtype=object)}",B,جان احساس کاوه چې د هغه عملونه مقدر دي. هري وویل چې هغه تل کولی شي یو مختلف څه وکړي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ازاد اراده"", ""انتخاب"", ""اراده"", ""الکول"", ""ازادي""]}"
a64d45cecde84fdcf5f0a79805a0c6fe,What could committing murder prevent someone from doing?,committing murder,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go to jail', 'cry', 'find god', 'guilty conscience', 'problems'],
      dtype=object)}",C,د قتل کولو سره څه شی د چا د کولو مخه نیسي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""زندان ته تلل"", ""ژړل"", ""خدای موندل"", ""ګناه احساس"", ""ستونزې""]}"
60e92cd2f35c345872d1a898e1718d55,"George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?",feet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'walk', 'stay still', 'stink', 'hands'], dtype=object)}",B,جورج موټر نه درلود، خو لا هم یې خپلې دوه پښې درلودې. د هغه جرابې بد بوی وې او د هغه پښې د پړسوب سره وې، خو دا مهم نه و. هغه لا اوس هم څه کولای شو؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""میشیګان"", ""مزل"", ""په ځای پاتې کېدل"", ""بد بوی"", ""لاسونه""]}"
08f3c187908646997b9080c7e9ea7da4,A crane uses many a steel cable when working a what?,steel cable,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['abaft', 'ship', 'winch', 'construction site', 'building'],
      dtype=object)}",D,یو کرین د څه کار کولو پر مهال ډیری فولادي کیبلونه کاروي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د شاته"", ""کښتۍ"", ""وینچ"", ""د جوړونې ځای"", ""بنا""]}"
9aff72f0c480c2b4edde45bd2e7e4870,What is the main purpose of farmers?,farmers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['raise cattle', 'grow corn', 'farm land', 'drive tractors',
       'supply food'], dtype=object)}",E,د بزګرانو اصلي هدف څه دی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""مالونه روزل"", ""ذرت کرل"", ""کرنیزه ځمکه"", ""ټراکټر چلول"", ""خواړه چمتو کول""]}"
fd243c96edec5b1b8520d5bfeddc6622,Where can I put this penny to save for later?,penny,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['piggy bank', 'wallet', 'toy', 'ground', 'pocket'], dtype=object)}",A,زه دا پیسې چیرته کیښودم چې وروسته یه بیا وساتم؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خرگوش بانک"", ""والټ"", ""لوبه"", ""ځمکه"", ""جیب""]}"
f5ec4fdfd0e37e733bfc1606b986f1e2,Where would you put uncooked crab meat?,crab,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wharf', 'red lobster', 'tidepools', ""boss's office"", 'stew pot'],
      dtype=object)}",E,تاسو اوم کوني کمبر چیرته کیښودل غواړئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""بندر"", ""سرخ لابستر"", ""د سمندر څنډې"", ""د رئیس دفتر"", ""د پخلي کاسه""]}"
e3c6d147f8a727d314046e70e9579ba0,"The man had a fear of illness, so he never visited friends who were a what?",illness,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sick person', 'hospital', 'elderly person', 'graveyard',
       ""doctor's office""], dtype=object)}",A,مرد د ناروغۍ څخه ویره درلوده، نو هغه هیڅکله هغو ملګرو ته نه تلل چې څه وو؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ناروغ شخص"", ""بیمارستان"", ""زوړ شخص"", ""قبرستان"", ""د ډاکټر دفتر""]}"
8ce13c6e08bf38d4cd4af756b661e47c,Where would you put pans if you want to bring them with you?,pans,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cooking', 'cook food', 'kitchen', 'backpack', 'drawer'],
      dtype=object)}",D,که تاسو غواړئ چې قلمونه له ځان سره یوسئ، نو تاسو به هغوی چیرته کیښودئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""پخلی"", ""خواړه پخول"", ""پخلنځی"", ""بیک پیک"", ""دروازه""]}"
0f4159e80f8dbf682819215bbf0f5b5a_1,"If you're remembering something, it's because of your what of it to begin with?",remembering,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'knowing', 'forgetful', 'pleasure', 'depression'],
      dtype=object)}",B,که تاسو څه یادوئ، نو دا له څه امله دی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""پوهه"", ""پوهیدل"", ""هیرونکی"", ""خوشحالي"", ""ډیپریشن""]}"
1a8b3c2a46efabcbd506f9cf70886ed0,Which large land mass is home to the most monkeys?,monkey,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['amazon basin', ""friend's house"", 'lift number 3',
       'research laboratory', 'african continent'], dtype=object)}",E,کومه لویه ځمکه د ډېرو بیزوګیانو کور دی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""امازون حوض"", ""د ملګري کور"", ""لپاره ۳"", ""تحقیقي لابراتور"", ""افریقا قاره""]}"
db0cfd52ca6b2bbfcf26d1a898fd929b,Friday was James's 5th Anniversary.  They planned on going to bed early so that they could spend a long time doing what?,going to bed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest', 'insomnia', 'making love', 'sleeping in', 'texting'],
      dtype=object)}",C,جمعه د جیمز پنځم کلیزه وه. هغه پلان درلود چې ژر ویده شي ترڅو اوږد وخت څه وکړي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""استراحت"", ""بې خوبۍ"", ""مینه کول"", ""ویده کیدل"", ""پیغام لیږل""]}"
400fb2e196e71abb70e5b3f9aab4b9ee,"The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?",get drunk,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['health', 'fall down', 'stagger', 'get arrested', 'vomit'],
      dtype=object)}",C,ځوانانو هڅه کوله چې پټ کړي چې دوی څښاک کوي، مګر کله چې دوی دروازې ته ننووتل، د دوی څه شی دا څرګند کړ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""صحت"", ""لاندې کېدل"", ""لرزه"", ""نیول کېدل"", ""استفراغ""]}"
3fb36127a61903029a363911a1d2b1e9_1,You'll find a landing at the top of what?,landing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'apartment building', 'stairwell', 'airport', 'room'],
      dtype=object)}",C,تاسو به د څه په سر کې یوه کښته ومومئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""سمندر"", ""اپارتمان"", ""پله"", ""هوایي ډګر"", ""کوټه""]}"
8494b0b95533dcedbd76ae2916c481d4,"Anybody could be hired in the kitchen, what was needed of them?",anybody,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forget', 'oil squeaky hinge', 'question authority', 'wash dishes',
       'oik squeaky hinge'], dtype=object)}",D,هر څوک کولی شي په پخلنځي کې استخدام شي، دوی ته څه اړتیا وه؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""هیرول"", ""تیل squeaky hinge"", ""مقاماتو ته پوښتنه کول"", ""پلاستیکونه مینځل"", ""oik squeaky hinge""]}"
1531f1523f5fd24bbdb42c311dbf90e8,Where can you find a number of wind instruments together in public?,wind instrument,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music store', 'create music', 'zoo', 'music room', 'symphony'],
      dtype=object)}",E,چیرته تاسو کولی شئ د عامه ځای کې د هوا الاتو یوه شمیره ومومئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""موسیقي پلورنځی"", ""موسیقي جوړول"", ""زoo"", ""موسیقي خونه"", ""سمفوني""]}"
716ce4404a84b42dd64e561390c4b53b,A mountie got off at a subway stop.  What city might he be in?,subway stop,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['urban area', 'metropolis', 'chicago', 'new york city', 'toronto'],
      dtype=object)}",E,یو پولیس د مترو په تمځای کې ښکته شو. هغه ممکن په کوم ښار کې وي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ښاري سیمه"", ""مېټروپولیس"", ""شیکاګو"", ""نیو یارک ښار"", ""تورونټو""]}"
5169f7ae0781b15161551de3a189ebef,What do you want someone to do when you illustrate point?,illustrate point,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['did not understand', 'accepting', 'make clear', 'understood',
       'understanding'], dtype=object)}",E,کله چې خپل وار ته انتظار کوئ، څه کوئ؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""نه پوهیدل"", ""منل"", ""روښانه کول"", ""پوهیدل"", ""پوهیدنه""]}"
ef22ef7aeec70aaa688720f805c1cf38,Billy set aside a block of time for having fun after work. Why might he do this?,having fun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'stress relief', 'pleasure', 'ocean', 'may laugh'],
      dtype=object)}",B,بیلي د کار وروسته د تفریح لپاره د وخت یوه بلاک ځانګړی کړی. هغه ممکن دا ولې وکړي؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""خوشحالي"", ""ذهنی فشار کمول"", ""خوشي"", ""سمندر"", ""مېخندل""]}"
514310637fb43a252bfadc8cbf79b277,"The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?",lazy,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['restless', 'active', 'lazybutt', 'productive', 'hard work'],
      dtype=object)}",D,سپین سوټ کې سړی ډیر سست و. هغه هیڅ ګټور کار نه کاوه. په ورته وخت کې، نیلي سوټ کې سړی هڅه کړې وه او ډیر څه و؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""بې قراره"", ""فعال"", ""سست"", ""محصولي"", ""سخت کار""]}"
9370b2b0897b796dec4a40f107854c8d,What would you be unable to do if you have too much greed?,greed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep things', 'make friends', 'play poker', 'conquer opponent',
       'lie'], dtype=object)}",B,که تاسو ډیر طمع ولرئ، تاسو به څه نشئ کولی؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""شیان ساتل"", ""دوستان جوړول"", ""پوکرو لوبول"", ""سیالۍ ته تسلط"", ""درغلي""]}"
49902e768c45aa41a0f9f95be81114e5,"It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?",hotel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bed away from home', 'wwii bunker', 'resort', 'las vegas', 'city'],
      dtype=object)}",E,دا د فارم څخه اوږده سفر و، نو هغه په هوټل کې پاته شو، کله کوم ځای ته ورسېدو؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""د کور نه لرونکی بستر"", ""WWII پناه ځای"", ""ریsort"", ""لاس ویګاس"", ""ښار""]}"
e1f90cd664a6b150291e6d8444d85c54,I did not need a servant.  I was not a what?,servant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['freedom', 'rich person', 'hired help', 'in charge', 'busy'],
      dtype=object)}",B,هغه خدمتګار ته اړتیا نه لري، زه یه څه ته نه لرم؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""ازادي"", ""شتمند"", ""استخدام شوی مرسته"", ""مسئول"", ""مصروف""]}"
320ec9b68fdefe13d59cc8b628083790,How would you get from one side of a canal to another?,canal,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'amsterdam', 'venice', 'bridge', 'barges to travel on'],
      dtype=object)}",D,تاسو څنګه کولی شئ چې د کاریز د یوې غاړې نه بلې غاړې ته ولاړ شئ؟ ,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""میشیګان"", ""امستردام"", ""وینس"", ""پل"", ""د سفر لپاره بارجونه""]}"
964185aed0e381853332bca1a4d91f46,"When learning about the world and different cultures, what is important if you are committed to eliminating preconceived notions",learning about world,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['newness', 'loss of innocence', 'enlightenment', 'open mind',
       'smartness'], dtype=object)}",D,کله چې د نړۍ او مختلفو کلتورونو په اړه زده کړه کوئ، څه مهم دي که تاسو د مخکې نه موجود نظریاتو له منځه وړلو ته ژمن یاست؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""نوښت"", ""بې ګناهۍ له لاسه ورکول"", ""روشنفکري"", ""پرانیستې ذهن"", ""هوښیاري""]}"
db8e010754c532d78635e5b7cf81a147,"An underrated thing about computers is how they manage workflow, at one time it was a big deal when they could first do what?",computers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['share files', 'do arithmetic', 'turn on', 'cost money',
       'multitask'], dtype=object)}",E,د کمپیوټرونو په اړه یوه کم ارزښته موضوع دا ده چې څنګه د کار بهیر اداره کوي، په یوه وخت کې دا یوه لویه خبره وه کله چې دوی لومړی څه کولی شول؟,"{""label"": [""A"", ""B"", ""C"", ""D"", ""E""], ""text"": [""فایلونه شریکول"", ""حساب کول"", ""چالانیدل"", ""پیسې لګول"", ""یوځای کار کول""]}"
